Name,AAV,catcher,year,Age,stayed_same_team,G,PA,HR,R,RBI,AVG,OBP,SLG,GDP,H,OPS,PlayerId,G_2,PA_2,HR_2,R_2,RBI_2,AVG_2,OBP_2,SLG_2,GDP_2,H_2,OPS_2,SB_success,SB_success_2
Jose Reyes,2.366619078,FALSE,2018,35,TRUE,145,561,15,75,58,0.245508982,0.314748201,0.413173652,3,123,0.727921853,1736,60,279,8,45,24,0.266666666,0.326164874,0.443137254,3,68,0.769302128,80,81.81818182
Josh Harrison,2.37746655,FALSE,2019,31,FALSE,97,374,8,41,37,0.25,0.293010752,0.363372093,8,86,0.656382845,8202,128,542,16,66,47,0.271604938,0.338888888,0.432098765,5,132,0.770987653,100,75
Kelly Johnson,2.462594816,FALSE,2016,34,FALSE,111,335,14,38,47,0.264516129,0.314371257,0.43548387,8,82,0.749855127,2234,106,297,7,29,27,0.215094339,0.296296296,0.36226415,3,57,0.658560446,66.66666667,50
Luke Voit,1.988464658,FALSE,2023,32,FALSE,135,568,22,55,69,0.226,0.308098591,0.402,9,113,0.710098591,14811,68,241,11,26,35,0.239436619,0.327800829,0.436619718,12,51,0.764420547,50,0
Matt Carpenter,2.194265016,FALSE,2022,36,FALSE,130,249,3,18,21,0.169082125,0.305220883,0.275362318,1,35,0.580583201,8090,129,492,15,59,46,0.225961538,0.334012219,0.391826923,3,94,0.725839142,100,85.71428571
Matt Wieters,2.375259354,TRUE,2020,34,TRUE,67,183,11,15,27,0.214285714,0.267759562,0.434523809,3,36,0.702283371,4298,76,271,8,24,30,0.238297872,0.329629629,0.374468085,5,56,0.704097714,50,0
Michael Bourn,2.342204228,FALSE,2017,34,TRUE,113,413,5,48,38,0.264,0.313580246,0.370666666,3,99,0.684246912,6387,141,482,0,39,30,0.237647058,0.310126582,0.282352941,5,101,0.592479523,75,70.83333333
Mike Aviles,2.462594816,FALSE,2016,35,FALSE,98,317,5,37,17,0.231034482,0.282051282,0.317241379,18,67,0.599292661,5986,113,374,5,38,39,0.247093023,0.272727272,0.343023255,10,85,0.615750527,75,73.68421053
Neil Walker,2.37746655,FALSE,2019,33,FALSE,113,398,11,48,46,0.219020172,0.309045226,0.354466858,3,76,0.663512084,7539,111,448,14,59,49,0.264935064,0.362416107,0.438961038,9,102,0.801377145,0,0
Nick Hundley,2.342204228,TRUE,2017,33,FALSE,83,317,10,30,48,0.25951557,0.319620253,0.439446366,12,75,0.759066619,3376,103,389,10,45,43,0.300546448,0.339331619,0.467213114,8,110,0.806544733,0,45.45454545
Nick Senzel,2,FALSE,2024,29,FALSE,104,330,13,49,42,0.235880398,0.296969696,0.398671096,9,71,0.695640792,19293,110,420,5,45,25,0.230563002,0.29584352,0.305630026,7,86,0.601473546,75,61.53846154
Pedro Alvarez,2.342204228,FALSE,2017,30,TRUE,109,376,22,43,49,0.24925816,0.32180851,0.504451038,6,84,0.826259548,2495,150,491,27,60,77,0.242562929,0.31771894,0.469107551,6,106,0.786826491,100,100
Randal Grichuk,2,FALSE,2024,32,FALSE,118,471,16,65,44,0.267281105,0.320594479,0.458525345,11,116,0.779119824,10243,141,538,19,60,73,0.25889328,0.299256505,0.424901185,12,131,0.72415769,50,100
Robbie Grossman,1.988464658,FALSE,2023,33,FALSE,129,477,7,40,45,0.209245742,0.310272536,0.311435523,3,86,0.621708059,5254,156,671,23,88,67,0.238779174,0.357249626,0.414721723,8,133,0.771971349,75,80
Robbie Grossman,2.37746655,FALSE,2019,29,FALSE,129,465,5,50,48,0.272727272,0.367170626,0.383838383,2,108,0.751009009,5254,119,456,9,62,45,0.246073298,0.36123348,0.379581151,6,94,0.740814631,0,75
Ryan Zimmerman,2.375259354,FALSE,2020,35,TRUE,52,190,6,20,27,0.257309941,0.321052631,0.415204678,4,44,0.736257309,4220,85,323,13,33,51,0.263888888,0.3374613,0.486111111,10,76,0.823572411,0,50
Drew Butera,2.225094017,TRUE,2017,33,TRUE,56,133,4,18,16,0.284552845,0.328244274,0.479674796,2,35,0.80791907,3411,55,120,1,9,5,0.196261682,0.252173913,0.252336448,0,21,0.504510361,0,0
Pedro Severino,2.084551765,TRUE,2022,28,FALSE,113,419,11,32,46,0.248021108,0.307875894,0.382585751,9,94,0.690461645,14523,96,341,13,37,44,0.249180327,0.320588235,0.419672131,5,76,0.740260366,0,75
Cliff Pennington,2.30868264,FALSE,2016,32,FALSE,105,249,3,24,21,0.209523809,0.297520661,0.28095238,6,44,0.578473041,3395,68,201,2,21,10,0.254237288,0.34,0.350282485,1,45,0.690282485,100,85.71428571
Brandon Guyer,2.080283231,FALSE,2019,33,FALSE,104,221,7,25,27,0.206185567,0.3,0.37113402,5,40,0.67113402,2636,70,192,2,23,20,0.236363636,0.326315789,0.327272727,4,39,0.653588516,50,100
Charlie Culberson,1.919981889,FALSE,2022,33,TRUE,91,271,5,23,22,0.242914979,0.295880149,0.380566801,3,60,0.67644695,3298,108,144,5,14,20,0.259259259,0.293706293,0.437037037,5,35,0.73074333,87.5,0
Daniel Descalso,2.0494287,FALSE,2017,30,FALSE,99,289,8,38,38,0.264,0.349480968,0.424,2,66,0.773480968,8392,101,209,5,22,22,0.205405405,0.282926829,0.324324324,3,38,0.607251153,100,33.33333333
Kurt Suzuki,1.919981889,FALSE,2022,38,TRUE,72,247,6,17,16,0.223744292,0.293877551,0.342465753,7,49,0.636343304,8259,85,309,17,37,63,0.264285714,0.323624595,0.485714285,10,74,0.80933888,0,0
Leonys Martin,2.070791693,FALSE,2018,30,FALSE,49,138,3,14,9,0.171875,0.231884057,0.28125,2,22,0.513134057,11846,143,576,15,72,47,0.247104247,0.305944055,0.378378378,10,128,0.684322433,63.63636364,80
Odubel Herrera,1.919981889,FALSE,2022,30,TRUE,124,492,13,59,51,0.26,0.310204081,0.415555555,6,117,0.725759636,11476,39,139,1,12,16,0.222222222,0.287769784,0.341269841,0,28,0.629039625,85.71428571,50
Paul DeJong,1.75,FALSE,2024,30,FALSE,112,400,14,41,38,0.206989247,0.2575,0.354838709,10,77,0.612338709,18015,77,237,6,19,25,0.157142857,0.244725738,0.285714285,2,33,0.530440023,50,60
Tim Beckham,2.080283231,FALSE,2019,29,FALSE,96,402,12,45,35,0.230352303,0.286783042,0.373983739,10,85,0.660766781,7949,137,575,22,67,62,0.277673545,0.327526132,0.454033771,10,148,0.781559903,33.33333333,54.54545455
Travis Jankowski,1.7,FALSE,2024,33,TRUE,107,287,1,34,30,0.263157894,0.356643356,0.331983805,6,65,0.688627161,13768,44,64,0,11,2,0.163636363,0.28125,0.163636363,0,9,0.444886363,95,100
Hanser Alberto,1.755412013,FALSE,2022,29,FALSE,103,255,2,25,24,0.269709543,0.290836653,0.402489626,1,65,0.693326279,11902,139,550,12,62,51,0.305343511,0.329067641,0.421755725,9,160,0.750823366,75,50
A.J. Pierzynski,1.846946112,TRUE,2016,39,TRUE,113,436,9,38,49,0.299754299,0.339449541,0.429975429,19,122,0.76942497,746,102,362,5,25,37,0.251479289,0.288088642,0.337278106,13,85,0.625366748,0,0
Adam Lind,1.756653171,FALSE,2017,33,FALSE,126,430,20,48,58,0.239401496,0.286046511,0.431421446,14,96,0.717467957,8027,149,572,20,72,87,0.27689243,0.36013986,0.460159362,7,139,0.820299222,0,0
Amed Rosario,1.5,FALSE,2024,28,FALSE,142,545,6,70,58,0.262745098,0.304587155,0.378431372,15,134,0.683018527,15518,153,670,11,86,71,0.282574568,0.311940298,0.403453689,19,180,0.715393987,88.23529412,81.81818182
Cameron Maybin,1.781444516,FALSE,2020,33,FALSE,82,269,11,48,32,0.284518828,0.364312267,0.493723849,5,68,0.858036116,5223,129,384,4,32,28,0.248538011,0.325520833,0.336257309,7,85,0.661778142,60,66.66666667
Domingo Santana,1.781444516,FALSE,2020,27,FALSE,121,507,21,63,69,0.252771618,0.328712871,0.441241685,11,114,0.769954556,10348,85,235,5,21,20,0.265402843,0.327659574,0.412322274,3,56,0.739981848,72.72727273,50
Ehire Adrianza,1.645698762,FALSE,2022,32,FALSE,109,209,5,32,28,0.247252747,0.326923076,0.401098901,4,45,0.728021977,8418,84,236,5,34,22,0.272277227,0.349137931,0.415841584,2,55,0.764979515,0,0
Franklin Gutierrez,1.846946112,FALSE,2016,33,TRUE,59,189,15,27,35,0.29239766,0.354497354,0.61988304,5,50,0.974380394,3255,59,189,15,27,35,0.29239766,0.354497354,0.61988304,5,50,0.974380394,0,0
Garrett Cooper,1.5,FALSE,2024,33,FALSE,123,457,17,42,61,0.251184834,0.304157549,0.419431279,15,106,0.723588828,15279,119,469,9,37,50,0.260869565,0.336886993,0.415458937,6,108,0.75234593,0,0
Gio Urshela,1.5,FALSE,2024,32,FALSE,62,228,2,22,24,0.29906542,0.328947368,0.373831775,9,64,0.702779143,10681,144,551,13,61,64,0.285429141,0.337568058,0.429141716,21,143,0.766709774,60,100
Jesse Winker,1.5,FALSE,2024,30,FALSE,61,197,1,16,23,0.19879518,0.319796954,0.246987951,0,33,0.566784905,13590,136,547,14,51,53,0.219298245,0.34369287,0.344298245,8,100,0.687991115,0,0
Kurt Suzuki,1.756653171,TRUE,2017,33,FALSE,106,373,8,34,49,0.257971014,0.301075268,0.40289855,9,89,0.703973818,8259,131,479,5,36,50,0.240184757,0.295983086,0.314087759,14,104,0.610070845,0,0
Matt Duffy,1.491348494,FALSE,2023,32,FALSE,77,247,2,14,16,0.25,0.307692307,0.311403508,6,57,0.619095815,13836,97,322,5,45,30,0.287197231,0.357142857,0.380622837,16,83,0.737765694,0,88.88888889
Matt Duffy,1.645698762,FALSE,2022,31,FALSE,97,322,5,45,30,0.287197231,0.357142857,0.380622837,16,83,0.737765694,13836,46,169,1,12,12,0.25170068,0.343195266,0.326530612,4,37,0.669725878,88.88888889,0
Matt Joyce,1.781444516,FALSE,2020,35,FALSE,129,238,7,32,23,0.295,0.407563025,0.45,3,59,0.857563025,3353,83,246,7,34,15,0.207729468,0.322448979,0.352657004,3,43,0.675105983,0,0
Ryan Raburn,1.846946112,FALSE,2016,35,FALSE,82,201,8,22,29,0.300578034,0.393034825,0.543352601,5,52,0.936387426,2218,74,212,4,18,22,0.2,0.25,0.297435897,8,39,0.547435897,0,0
Johan Camargo,1.535985511,FALSE,2022,28,FALSE,15,18,0,1,0,0,0.111111111,0,0,0,0.111111111,14950,98,248,7,31,32,0.23275862,0.279352226,0.383620689,5,54,0.662972915,0,100
Daniel Nava,1.693033936,FALSE,2016,33,FALSE,60,166,1,13,10,0.194244604,0.315151515,0.244604316,4,27,0.559755831,5450,113,408,4,41,37,0.269972451,0.345588235,0.360881542,5,98,0.706469777,100,66.66666667
Ruben Tejada,1.580987854,FALSE,2017,27,FALSE,36,78,0,9,5,0.166666666,0.246753246,0.242424242,1,11,0.489177488,5519,116,407,3,36,28,0.261111111,0.338271604,0.35,6,94,0.688271604,0,66.66666667
Hanser Alberto,1.292502028,FALSE,2023,30,FALSE,73,159,2,13,15,0.243589743,0.257861635,0.365384615,7,38,0.62324625,11902,103,255,2,25,24,0.269709543,0.290836653,0.402489626,1,65,0.693326279,0,75
Jake Marisnick,1.42627226,FALSE,2022,31,FALSE,99,198,5,21,24,0.21590909,0.285714285,0.375,4,38,0.660714285,11339,120,318,10,46,34,0.232876712,0.288888888,0.410958904,6,68,0.699847792,80,76.92307692
Miguel Montero,1.538302401,TRUE,2018,34,FALSE,76,213,6,24,16,0.216216216,0.309859154,0.345945945,6,40,0.655805099,3364,86,284,8,33,33,0.215767634,0.327464788,0.356846473,8,52,0.684311261,100,100
Alexi Amarista,1.463877643,FALSE,2017,28,FALSE,65,150,0,9,11,0.257142857,0.295302013,0.271428571,5,36,0.566730584,9063,118,357,3,28,30,0.203703703,0.257062146,0.287037037,6,66,0.544099183,81.81818182,83.33333333
Emilio Bonifacio,1.53912176,FALSE,2016,31,FALSE,47,82,0,5,4,0.166666666,0.197530864,0.192307692,1,13,0.389838556,4054,110,426,3,47,24,0.258883248,0.304761904,0.345177664,2,102,0.649939568,20,76.47058824
Gordon Beckham,1.53912176,FALSE,2016,29,FALSE,100,237,6,24,20,0.208530805,0.275423728,0.331753554,6,44,0.607177282,9015,127,483,9,53,44,0.226457399,0.270833333,0.347533632,17,101,0.618366965,0,100
Jake Lamb,1.242790411,FALSE,2023,32,FALSE,41,111,3,13,6,0.216494845,0.315315315,0.391752577,4,21,0.707067892,13329,55,170,7,25,19,0.194444444,0.305882352,0.368055555,4,28,0.673937907,0,0
Maikel Franco,1.371415635,FALSE,2022,29,FALSE,104,403,11,31,47,0.209549071,0.253101736,0.355437665,12,79,0.608539401,12179,123,428,17,48,56,0.233933161,0.296728971,0.408740359,14,91,0.70546933,0,0
Skip Schumaker,1.53912176,FALSE,2016,36,FALSE,131,268,1,23,21,0.241803278,0.305970149,0.336065573,7,59,0.642035722,3704,83,271,2,22,22,0.234817813,0.287313432,0.307692307,3,58,0.595005739,50,66.66666667
Travis Jankowski,1.242790411,FALSE,2023,32,FALSE,44,64,0,11,2,0.163636363,0.28125,0.163636363,0,9,0.444886363,13768,76,157,1,24,10,0.251908396,0.363636363,0.351145038,1,33,0.714781401,100,100
Travis Jankowski,1.371415635,FALSE,2022,31,FALSE,76,157,1,24,10,0.251908396,0.363636363,0.351145038,1,33,0.714781401,13768,25,24,0,4,0,0.181818181,0.25,0.181818181,0,4,0.431818181,100,50
Yuli Gurriel,1.242790411,FALSE,2023,39,FALSE,146,584,8,53,53,0.242201834,0.287671232,0.359633027,13,132,0.647304259,19198,143,605,15,83,81,0.318867924,0.383471074,0.46226415,16,169,0.845735224,100,50
Cory Spangenberg,1.42647993,FALSE,2019,28,FALSE,116,329,7,35,25,0.234899328,0.298461538,0.362416107,6,70,0.660877645,12294,129,486,13,57,46,0.263513513,0.322314049,0.4009009,2,117,0.723214949,85.71428571,78.57142857
David Murphy,1.415992019,FALSE,2016,34,FALSE,132,391,10,38,50,0.282548476,0.317829457,0.421052631,6,102,0.738882088,6035,129,462,8,40,58,0.26201923,0.318872017,0.384615384,6,109,0.703487401,0,40
Andres Blanco,1.301640493,FALSE,2018,34,FALSE,80,144,3,10,13,0.192307692,0.256944444,0.292307692,1,25,0.549252136,1907,90,209,4,26,21,0.252631578,0.315789473,0.405263157,7,48,0.72105263,100,40
Caleb Joseph,1.307606603,TRUE,2019,33,FALSE,82,280,3,28,17,0.218867924,0.254480286,0.320754716,3,58,0.575235002,7087,89,266,8,31,28,0.255905511,0.286792452,0.413385826,7,65,0.700178278,66.66666667,0
Justin Maxwell,1.354427149,FALSE,2016,32,FALSE,100,274,7,26,26,0.208835341,0.274725274,0.341365461,4,52,0.616090735,6827,20,45,0,4,3,0.15,0.222222222,0.175,0,6,0.397222222,66.66666667,0
Marwin Gonzalez,1.206845759,FALSE,2022,33,FALSE,91,307,5,30,28,0.199275362,0.274509803,0.304347826,8,55,0.578857629,5497,114,463,15,52,55,0.263529411,0.321814254,0.414117647,7,112,0.735931901,60,100
Darwin Barney,1.292862278,FALSE,2016,30,TRUE,17,30,2,4,4,0.259259259,0.285714285,0.518518518,0,7,0.804232803,2430,94,262,3,24,23,0.240506329,0.3,0.341772151,1,57,0.641772151,0,100
Adam Engel,0.994232329,FALSE,2023,31,FALSE,119,260,2,32,17,0.224489795,0.269230769,0.310204081,2,55,0.57943485,15082,39,140,7,21,18,0.25203252,0.335714285,0.495934959,4,31,0.831649244,75,87.5
Adeiny Hechavarria,1.187629677,FALSE,2020,31,TRUE,84,221,9,34,33,0.24137931,0.298642533,0.443349753,3,49,0.741992286,10459,94,321,6,34,31,0.246621621,0.278996865,0.344594594,7,73,0.623591459,75,100
Brennan Boesch,1.231297408,FALSE,2016,31,FALSE,51,94,1,4,5,0.146067415,0.191489361,0.202247191,0,13,0.393736552,914,27,79,2,6,7,0.186666666,0.202531645,0.293333333,0,14,0.495864978,100,100
Chase Utley,1.183309539,FALSE,2018,39,TRUE,127,353,8,43,34,0.236245954,0.323863636,0.404530744,3,73,0.72839438,1679,138,565,14,79,52,0.251953125,0.319148936,0.396484375,0,129,0.715633311,85.71428571,50
Chris Denorfia,1.231297408,FALSE,2016,35,FALSE,103,231,3,18,18,0.268867924,0.318777292,0.372641509,7,57,0.691418801,4400,121,358,3,36,21,0.23030303,0.283707865,0.318181818,6,76,0.601889683,0,75
Chris Owings,1.097132508,FALSE,2022,30,FALSE,21,50,1,9,5,0.325581395,0.42,0.627906976,0,14,1.047906976,10030,67,196,3,13,14,0.138888888,0.209183673,0.233333333,2,25,0.442517006,66.66666667,71.42857143
Colin Moran,1.097132508,FALSE,2022,29,FALSE,99,359,10,29,50,0.257861635,0.334261838,0.389937106,6,82,0.724198944,16909,149,503,13,46,80,0.276824034,0.322067594,0.429184549,13,129,0.751252143,100,0
Craig Gentry,1.231297408,FALSE,2016,32,FALSE,26,56,0,6,3,0.12,0.196428571,0.2,0,6,0.396428571,9571,94,258,0,38,12,0.254310344,0.318897637,0.288793103,2,59,0.60769074,50,90.90909091
Danny Valencia,1.183309539,FALSE,2018,33,FALSE,130,500,15,54,66,0.255555555,0.314,0.411111111,16,115,0.725111111,6364,130,517,17,72,51,0.286624203,0.346228239,0.445859872,11,135,0.792088111,50,50
Ehire Adrianza,1,FALSE,2024,34,FALSE,5,11,0,0,0,0,0.09090909,0,0,0,0.09090909,8418,37,110,0,8,7,0.175257731,0.263636363,0.206185567,2,17,0.46982193,0,100
Ehire Adrianza,0.994232329,FALSE,2023,33,TRUE,37,110,0,8,7,0.175257731,0.263636363,0.206185567,2,17,0.46982193,8418,109,209,5,32,28,0.247252747,0.326923076,0.401098901,4,45,0.728021977,100,0
Eric Young Jr.,1.231297408,FALSE,2016,31,FALSE,53,94,0,16,5,0.152941176,0.217391304,0.247058823,1,13,0.464450127,7158,100,316,1,48,17,0.228571428,0.299035369,0.310714285,2,64,0.609749654,75,83.33333333
Guillermo Heredia,1.187629677,FALSE,2020,29,FALSE,89,231,5,31,20,0.225490196,0.305676855,0.362745098,4,46,0.668421953,18721,125,337,5,29,19,0.236301369,0.318181818,0.342465753,4,69,0.660647571,50,33.33333333
Josh Phegley,1.187629677,TRUE,2020,32,FALSE,106,342,12,44,62,0.238853503,0.282352941,0.410828025,11,75,0.693180966,9308,39,102,2,13,15,0.204301075,0.25490196,0.344086021,3,19,0.598987981,0,0
Jurickson Profar,1,FALSE,2024,31,TRUE,125,521,9,55,46,0.241830065,0.321153846,0.368191721,11,111,0.689345567,10815,152,658,15,82,58,0.24347826,0.331297709,0.391304347,12,140,0.722602056,100,83.33333333
Mark Reynolds,1.183309539,FALSE,2018,34,FALSE,148,593,30,82,97,0.267307692,0.352445193,0.486538461,12,139,0.838983654,7619,118,441,14,61,53,0.282442748,0.35600907,0.450381679,6,111,0.806390749,66.66666667,33.33333333
Marlon Byrd,1.231297408,FALSE,2016,38,FALSE,135,544,23,58,73,0.247035573,0.290441176,0.452569169,10,125,0.743010345,950,154,637,25,71,85,0.26395939,0.312401883,0.44500846,6,156,0.757410343,66.66666667,60
Nelson Cruz,0.994232329,FALSE,2023,42,FALSE,124,507,10,50,64,0.234375,0.313492063,0.337053571,16,105,0.650545634,2434,140,584,32,79,86,0.265107212,0.334482758,0.497076023,14,136,0.831558781,100,100
Peter Bourjos,1.183309539,FALSE,2018,31,FALSE,100,203,5,27,15,0.223404255,0.272277227,0.382978723,2,42,0.65525595,2578,123,383,5,40,23,0.250704225,0.291777188,0.388732394,6,89,0.680509582,55.55555556,60
Ryon Healy,1.187629677,FALSE,2020,28,FALSE,47,187,7,24,26,0.23668639,0.288770053,0.455621301,1,40,0.744391354,15447,133,524,24,51,73,0.235294117,0.276717557,0.411764705,21,116,0.688482262,0,0
Shane Victorino,1.231297408,FALSE,2016,35,FALSE,71,204,1,19,7,0.230337078,0.308457711,0.292134831,4,41,0.600592542,1677,30,133,2,14,12,0.268292682,0.303030303,0.382113821,3,33,0.685144124,100,100
Steven Souza Jr.,1.187629677,FALSE,2020,31,FALSE,72,272,5,21,29,0.22,0.309,0.369,4,53,0.678,5667,72,272,5,21,29,0.22,0.309,0.369,4,53,0.678,85.71428571,85.71428571
Brandon Drury,0.987419257,FALSE,2022,29,FALSE,51,88,4,7,14,0.273809523,0.306818181,0.476190476,3,23,0.783008657,11615,120,447,15,43,41,0.217703349,0.261744966,0.380382775,6,91,0.642127741,0,0
Craig Gentry,1.064978585,FALSE,2018,34,TRUE,77,117,2,17,11,0.257425742,0.333333333,0.386138613,1,26,0.719471946,9571,14,39,0,2,2,0.147058823,0.236842105,0.176470588,2,5,0.413312693,55.55555556,0
Jackie Bradley Jr.,0.894809096,FALSE,2023,33,FALSE,132,370,4,30,38,0.203488372,0.255434782,0.311046511,5,70,0.566481293,12984,134,428,6,39,29,0.162790697,0.235981308,0.260981912,8,63,0.49696322,40,87.5
Pedro Alvarez,1.064978585,FALSE,2018,31,TRUE,14,34,1,4,4,0.313,0.353,0.438,0,10,0.79,2495,109,376,22,43,49,0.249,0.322,0.504,6,84,0.826,0,100
Travis Ishikawa,1.108167667,FALSE,2016,32,FALSE,44,72,1,6,8,0.206349206,0.305555555,0.301587301,2,13,0.607142856,4793,62,119,3,9,18,0.252336448,0.310924369,0.392523364,3,27,0.703447733,0,0
Jed Lowrie,0.932562632,FALSE,2022,38,TRUE,139,512,14,55,69,0.245076586,0.318359375,0.398249452,8,112,0.716608827,4418,9,8,0,0,0,0,0.125,0,0,0,0.125,0,0
Stephen Vogt,0.932562632,FALSE,2022,37,FALSE,78,238,7,24,25,0.195238095,0.282700421,0.333333333,2,41,0.616033754,5000,99,280,10,30,40,0.262745098,0.314285714,0.490196078,1,67,0.804481792,0,75
Jordan Pacheco,0.985037926,FALSE,2016,30,FALSE,29,78,2,8,8,0.242424242,0.333333333,0.333333333,6,16,0.666666666,2677,69,165,0,10,16,0.25490196,0.298780487,0.333333333,6,39,0.63211382,100,0
Rougned Odor,0.795385863,FALSE,2023,29,FALSE,135,472,13,49,53,0.206572769,0.275423728,0.356807511,9,88,0.632231239,12282,102,361,15,42,39,0.201863354,0.286111111,0.378881987,3,65,0.664993098,85.71428571,0
Ichiro Suzuki,0.887482154,FALSE,2018,44,FALSE,136,215,3,19,20,0.25510204,0.317757009,0.331632653,2,50,0.649389662,1101,143,365,1,48,22,0.290519877,0.35359116,0.376146788,4,95,0.729737948,50,83.33333333
Ryan Flaherty,0.887482154,FALSE,2018,31,FALSE,23,43,0,5,4,0.210526315,0.302325581,0.236842105,0,8,0.539167686,7888,74,176,3,16,15,0.216560509,0.291428571,0.318471337,1,34,0.609899908,0,100
Aaron Hicks,0.74,FALSE,2024,34,FALSE,93,312,8,44,36,0.252788104,0.352564102,0.382899628,3,68,0.73546373,5297,130,453,8,54,40,0.216145833,0.329646017,0.3125,10,83,0.642146017,100,76.92307692
Matt Carpenter,0.74,FALSE,2024,38,FALSE,76,237,5,18,31,0.175531914,0.322033898,0.319148936,2,33,0.641182834,8090,47,154,15,28,37,0.3046875,0.411764705,0.7265625,2,39,1.138327205,100,0
Rafael Ortega,0.74,FALSE,2024,33,FALSE,47,136,1,16,8,0.219298245,0.34074074,0.271929824,0,25,0.612670564,10323,118,371,7,35,35,0.240506329,0.330623306,0.357594936,10,76,0.688218242,85.71428571,63.15789474
Bradley Zimmer,0.715847277,FALSE,2023,30,FALSE,109,117,2,18,5,0.123809523,0.206896551,0.228571428,0,13,0.435467979,16221,99,348,8,44,35,0.227424749,0.324712643,0.344481605,3,68,0.669194248,60,83.33333333
Curt Casali,0.72,TRUE,2024,35,FALSE,40,96,0,8,6,0.175,0.29032258,0.2,1,14,0.49032258,12510,57,176,5,20,17,0.202702702,0.318181818,0.331081081,1,30,0.649262899,0,0
Jace Peterson,0.851982868,FALSE,2018,28,FALSE,89,215,2,15,17,0.215053763,0.317757009,0.317204301,4,40,0.63496131,12325,115,408,7,45,29,0.254285714,0.349753694,0.365714285,9,89,0.715467979,100,50
Johan Camargo,0.715847277,FALSE,2023,29,FALSE,52,166,3,8,15,0.236842105,0.296969696,0.315789473,1,36,0.612759169,14950,15,18,0,1,0,0,0.111111111,0,0,0,0.111111111,0,0
Josh Rutledge,0.702661268,FALSE,2017,28,TRUE,28,56,0,9,3,0.265306122,0.345454545,0.387755102,3,13,0.733209647,11167,39,85,1,11,10,0.283783783,0.333333333,0.337837837,0,21,0.67117117,100,0
Chris Stewart,0.680402985,TRUE,2018,36,FALSE,51,144,0,8,4,0.183206106,0.241134751,0.221374045,3,24,0.462508796,3878,34,113,1,10,7,0.214285714,0.31858407,0.285714285,2,21,0.604298355,0,0
Brock Holt,0.669229323,FALSE,2020,32,FALSE,87,295,3,38,31,0.297297297,0.369491525,0.401544401,4,77,0.771035926,9345,109,367,7,41,46,0.277258566,0.36239782,0.411214953,7,89,0.773612773,100,50
Chris Johnson,0.626539631,FALSE,2017,32,FALSE,113,264,5,20,24,0.222222222,0.281368821,0.329218106,13,54,0.610586927,1191,83,255,3,18,18,0.255144032,0.286274509,0.337448559,5,62,0.623723068,0,66.66666667
