Name,contract_years,salary,AAV,minor league,catcher,date,new_team,former_team,Age,WAR3,Yrs,career_games,stayed_same_team,G,PA,HR,R,RBI,SB,BB%,K%,AVG,OBP,SLG,GDP,CS,H,OPS,PlayerId,MLBAMID,G_2,PA_2,HR_2,R_2,RBI_2,SB_2,BB%_2,K%_2,AVG_2,OBP_2,SLG_2,GDP_2,CS_2,H_2,OPS_2,G_3,PA_3,HR_3,R_3,RBI_3,SB_3,BB%_3,K%_3,AVG_3,OBP_3,SLG_3,GDP_3,CS_3,H_3,OPS_3
Kurt Suzuki,1,1.75,1.75,0,0,2022,LAA,LAA,38,0.3,15,1584,1,72,247,6,17,16,0,0.048582995,0.178137651,0.223744292,0.293877551,0.342465753,7,0,49,0.636343304,8259,435559,85,309,17,37,63,0,0.064724919,0.116504854,0.264285714,0.323624595,0.485714285,10,1,74,0.80933888,85,309,17,37,63,0,0.064724919,0.116504854,0.264285714,0.323624595,0.485714285,10,1,74,0.80933888
Ehire Adrianza,1,1,1,0,0,2024,LAA,ATL,34,-0.4,11,616,0,5,11,0,0,0,0,0.09090909,0.363636363,0,0.09090909,0,0,0,0,0.09090909,8418,501303,37,110,0,8,7,1,0.1,0.227272727,0.175257731,0.263636363,0.206185567,2,0,17,0.46982193,109,209,5,32,28,0,0.100478468,0.200956937,0.247252747,0.326923076,0.401098901,4,0,45,0.728021977
Ehire Adrianza,1,1,1,0,0,2023,ATL,ATL,33,0.1,10,611,1,37,110,0,8,7,1,0.1,0.227272727,0.175257731,0.263636363,0.206185567,2,0,17,0.46982193,8418,501303,109,209,5,32,28,0,0.100478468,0.200956937,0.247252747,0.326923076,0.401098901,4,0,45,0.728021977,84,236,5,34,22,0,0.084745762,0.169491525,0.272277227,0.349137931,0.415841584,2,2,55,0.764979515
Ehire Adrianza,1,1.5,1.5,0,0,2022,WSN,ATL,32,1.3,9,574,0,109,209,5,32,28,0,0.100478468,0.200956937,0.247252747,0.326923076,0.401098901,4,0,45,0.728021977,8418,501303,84,236,5,34,22,0,0.084745762,0.169491525,0.272277227,0.349137931,0.415841584,2,2,55,0.764979515,84,236,5,34,22,0,0.084745762,0.169491525,0.272277227,0.349137931,0.415841584,2,2,55,0.764979515
Gerardo Parra,1,0.72,0.72,1,0,2022,WSN,WSN,35,0.4,12,1519,1,53,107,2,13,10,1,0.056074766,0.280373831,0.237113402,0.29245283,0.350515463,3,1,23,0.642968293,8553,467827,119,301,9,38,48,8,0.063122923,0.196013289,0.233576642,0.293333333,0.390510948,7,3,64,0.683844281,119,301,9,38,48,8,0.063122923,0.196013289,0.233576642,0.293333333,0.390510948,7,3,64,0.683844281
Donovan Solano,1,2,2,0,0,2023,MIN,CIN,35,3.6,9,686,0,80,304,4,22,24,0,0.0625,0.200657894,0.284172661,0.338815789,0.384892086,5,0,79,0.723707875,8623,456781,101,344,7,35,31,2,0.072674418,0.168604651,0.280130293,0.344023323,0.403908794,8,0,86,0.747932117,81,228,4,27,23,0,0.043859649,0.21491228,0.330232558,0.359649122,0.455813953,4,1,71,0.815463075
Donovan Solano,1,4.5,4.5,0,0,2022,CIN,SFG,34,4.1,8,606,0,101,344,7,35,31,2,0.072674418,0.168604651,0.280130293,0.344023323,0.403908794,8,0,86,0.747932117,8623,456781,81,228,4,27,23,0,0.043859649,0.21491228,0.330232558,0.359649122,0.455813953,4,1,71,0.815463075,81,228,4,27,23,0,0.043859649,0.21491228,0.330232558,0.359649122,0.455813953,4,1,71,0.815463075
Elvis Andrus,1,3,3,0,0,2023,CHW,CHW,34,3.3,14,1947,1,149,577,17,66,58,18,0.067590987,0.159445407,0.24859813,0.303292894,0.403738317,11,4,133,0.707031211,8709,462101,146,541,3,60,37,12,0.057301293,0.149722735,0.243460764,0.293680297,0.319919517,14,2,121,0.613599814,147,648,12,81,72,31,0.052469135,0.148148148,0.275,0.313271604,0.393333333,16,8,165,0.706604937
Starling Marte,4,78,19.5,0,0,2022,NYM,OAK,33,9.2,10,1134,0,120,526,12,89,55,47,0.081749049,0.188212927,0.310492505,0.382857142,0.458244111,6,5,145,0.841101253,9241,516782,132,586,23,97,82,25,0.042662116,0.160409556,0.294990723,0.342465753,0.502782931,15,6,159,0.845248684,132,586,23,97,82,25,0.042662116,0.160409556,0.294990723,0.342465753,0.502782931,15,6,159,0.845248684
AJ Pollock,1,7,7,0,0,2023,SEA,CHW,35,4.3,11,1033,0,138,527,14,61,56,3,0.060721062,0.185958254,0.245398773,0.292220113,0.388548057,13,1,120,0.68076817,9256,572041,117,422,21,53,69,9,0.071090047,0.189573459,0.296875,0.355450236,0.536458333,4,1,114,0.891908569,86,342,15,49,47,5,0.067251461,0.216374269,0.266233766,0.32748538,0.467532467,7,1,82,0.795017847
Brock Holt,1,0.72,0.72,1,0,2022,ATL,TEX,34,1.1,10,751,0,77,260,2,21,23,5,0.088461538,0.188461538,0.208510638,0.28076923,0.29787234,5,1,49,0.57864157,9345,571788,87,295,3,38,31,1,0.094915254,0.193220338,0.297297297,0.369491525,0.401544401,4,0,77,0.771035926,87,295,3,38,31,1,0.094915254,0.193220338,0.297297297,0.369491525,0.401544401,4,0,77,0.771035926
Evan Longoria,1,4,4,0,0,2023,ARI,SFG,37,3.1,15,1912,0,89,298,14,31,42,0,0.090604026,0.278523489,0.244360902,0.315436241,0.451127819,6,0,65,0.76656406,9368,446334,81,291,13,45,46,1,0.120274914,0.233676975,0.260869565,0.350515463,0.482213438,9,1,66,0.832728901,129,508,20,59,69,3,0.084645669,0.22047244,0.253863134,0.324803149,0.437086092,14,1,115,0.761889241
Yan Gomes,2,13,6.5,0,1,2022,CHC,OAK,34,4.7,10,882,0,103,375,14,49,52,0,0.050666666,0.208,0.252148997,0.301333333,0.421203438,15,0,88,0.722536771,9627,543228,97,358,12,36,43,2,0.106145251,0.234636871,0.222929936,0.315642458,0.388535031,7,0,70,0.704177489,97,358,12,36,43,2,0.106145251,0.234636871,0.222929936,0.315642458,0.388535031,7,0,70,0.704177489
Christian Vazquez,3,30,10,0,1,2023,MIN,HOU,32,4.1,8,733,0,119,426,9,41,52,1,0.051643192,0.16197183,0.273869346,0.31455399,0.399497487,10,4,109,0.714051477,9774,543877,138,498,6,51,49,8,0.06626506,0.168674698,0.257641921,0.307847082,0.351528384,15,4,118,0.659375466,138,521,23,66,72,4,0.063339731,0.193857965,0.275933609,0.32046332,0.477178423,17,2,133,0.797641743
Andrew McCutchen,1,5,5,0,0,2024,PIT,PIT,37,3.9,15,2007,1,112,473,12,55,43,11,0.158562367,0.21141649,0.256410256,0.378435517,0.397435897,8,3,100,0.775871414,9847,457705,134,580,17,66,69,8,0.098275862,0.213793103,0.236893203,0.315517241,0.384466019,10,6,122,0.69998326,144,574,27,78,80,6,0.141114982,0.229965156,0.221991701,0.334494773,0.443983402,10,1,107,0.778478175
Andrew McCutchen,1,5,5,0,0,2023,PIT,MIL,36,2.4,14,1895,0,134,580,17,66,69,8,0.098275862,0.213793103,0.236893203,0.315517241,0.384466019,10,6,122,0.69998326,9847,457705,144,574,27,78,80,6,0.141114982,0.229965156,0.221991701,0.334494773,0.443983402,10,1,107,0.778478175,59,262,10,45,29,2,0.164122137,0.209923664,0.255707762,0.377862595,0.456621004,1,1,56,0.834483599
Andrew McCutchen,1,8.5,8.5,0,0,2022,MIL,PHI,35,3,13,1761,0,144,574,27,78,80,6,0.141114982,0.229965156,0.221991701,0.334494773,0.443983402,10,1,107,0.778478175,9847,457705,59,262,10,45,29,2,0.164122137,0.209923664,0.255707762,0.377862595,0.456621004,1,1,56,0.834483599,59,262,10,45,29,2,0.164122137,0.209923664,0.255707762,0.377862595,0.456621004,1,1,56,0.834483599
Trayce Thompson,1,0.72,0.72,1,0,2024,NYM,CHW,33,1.8,7,369,0,72,179,6,17,17,2,0.134078212,0.430167597,0.163398692,0.284916201,0.294117647,1,0,25,0.579033848,9952,572204,80,255,13,36,41,4,0.125490196,0.364705882,0.255707762,0.352941176,0.506849315,2,1,56,0.859790491,15,35,4,6,9,2,0.2,0.314285714,0.25,0.4,0.714285714,2,0,7,1.114285714
Chris Owings,1,0.72,0.72,1,0,2024,LAD,PIT,32,-0.2,11,720,0,11,25,0,0,0,0,0,0.48,0.16,0.16,0.16,1,0,4,0.32,10030,572008,27,68,0,6,0,1,0.147058823,0.352941176,0.107142857,0.253731343,0.142857142,3,0,6,0.396588485,21,50,1,9,5,2,0.14,0.3,0.325581395,0.42,0.627906976,0,1,14,1.047906976
Chris Owings,1,0.72,0.72,1,0,2023,PIT,NYY,31,0.3,10,710,0,27,68,0,6,0,1,0.147058823,0.352941176,0.107142857,0.253731343,0.142857142,3,0,6,0.396588485,10030,572008,21,50,1,9,5,2,0.14,0.3,0.325581395,0.42,0.627906976,0,1,14,1.047906976,67,196,3,13,14,5,0.071428571,0.397959183,0.138888888,0.209183673,0.233333333,2,2,25,0.442517006
Chris Owings,1,1,1,0,0,2022,BAL,COL,30,-0.4,9,684,0,21,50,1,9,5,2,0.14,0.3,0.325581395,0.42,0.627906976,0,1,14,1.047906976,10030,572008,67,196,3,13,14,5,0.071428571,0.397959183,0.138888888,0.209183673,0.233333333,2,2,25,0.442517006,67,196,3,13,14,5,0.071428571,0.397959183,0.138888888,0.209183673,0.233333333,2,2,25,0.442517006
Wil Myers,1,7.5,7.5,0,0,2023,CIN,SDP,32,3.8,10,1063,0,77,286,7,29,41,2,0.073426573,0.3006993,0.260536398,0.314685314,0.398467432,7,1,68,0.713152746,10047,571976,146,500,17,56,63,8,0.108,0.282,0.255656108,0.334,0.43438914,9,5,113,0.76838914,155,490,18,58,53,16,0.104081632,0.342857142,0.239080459,0.321063394,0.418390804,12,7,104,0.739454198
Jonathan Villar,1,6,6,0,0,2022,CHC,NYM,31,5.9,9,973,0,142,505,18,63,42,14,0.091089108,0.261386138,0.248898678,0.322067594,0.416299559,6,7,113,0.738367153,10071,542340,162,714,24,111,73,40,0.085434173,0.246498599,0.274143302,0.338959212,0.453271028,8,9,176,0.79223024,162,714,24,111,73,40,0.085434173,0.246498599,0.274143302,0.338959212,0.453271028,8,9,176,0.79223024
Billy Hamilton,1,0.72,0.72,1,0,2023,CHW,MIN,32,0.2,10,948,0,37,23,0,13,0,10,0.086956521,0.52173913,0.05,0.136363636,0.05,0,1,1,0.186363636,10199,571740,71,135,2,23,11,9,0.029629629,0.348148148,0.22047244,0.242424242,0.377952755,1,0,28,0.620376997,119,353,0,41,15,22,0.090651558,0.246458923,0.21835443,0.288571428,0.275316455,1,6,69,0.563887883
Billy Hamilton,1,0.72,0.72,1,0,2022,SEA,CHW,31,0.7,9,911,0,71,135,2,23,11,9,0.029629629,0.348148148,0.22047244,0.242424242,0.377952755,1,0,28,0.620376997,10199,571740,119,353,0,41,15,22,0.090651558,0.246458923,0.21835443,0.288571428,0.275316455,1,6,69,0.563887883,119,353,0,41,15,22,0.090651558,0.246458923,0.21835443,0.288571428,0.275316455,1,6,69,0.563887883
Tucker Barnhart,2,6.5,3.25,0,1,2024,ARI,LAD,33,-0.4,10,881,0,47,123,1,6,9,1,0.097560975,0.341463414,0.201834862,0.284552845,0.256880733,4,0,22,0.541433578,10200,571466,94,308,1,16,16,0,0.081168831,0.24025974,0.220640569,0.286644951,0.266903914,7,0,62,0.553548865,116,388,7,41,48,0,0.074742268,0.257731958,0.247126436,0.317010309,0.367816091,8,0,86,0.6848264
Tucker Barnhart,2,6.5,3.25,0,1,2023,CHC,DET,32,0.9,9,838,0,94,308,1,16,16,0,0.081168831,0.24025974,0.220640569,0.286644951,0.266903914,7,0,62,0.553548865,10200,571466,116,388,7,41,48,0,0.074742268,0.257731958,0.247126436,0.317010309,0.367816091,8,0,86,0.6848264,114,364,11,32,40,1,0.12087912,0.228021978,0.231012658,0.327823691,0.379746835,5,0,73,0.707570526
Jose Iglesias,1,0.72,0.72,1,0,2023,MIA,COL,33,1.8,11,1096,0,118,467,3,48,47,2,0.036402569,0.119914346,0.291571753,0.327623126,0.380410022,11,3,128,0.708033148,10231,578428,137,511,9,65,48,5,0.04109589,0.146771037,0.271221532,0.309197651,0.391304347,10,2,131,0.700501998,146,530,11,62,59,6,0.037735849,0.132075471,0.287698412,0.31758034,0.406746031,17,6,145,0.724326371
Jose Iglesias,1,0.72,0.72,1,0,2022,BOS,LAA,32,1.5,10,978,0,137,511,9,65,48,5,0.04109589,0.146771037,0.271221532,0.309197651,0.391304347,10,2,131,0.700501998,10231,578428,146,530,11,62,59,6,0.037735849,0.132075471,0.287698412,0.31758034,0.406746031,17,6,145,0.724326371,146,530,11,62,59,6,0.037735849,0.132075471,0.287698412,0.31758034,0.406746031,17,6,145,0.724326371
Randal Grichuk,1,2,2,0,0,2024,ARI,LAA,32,2.2,10,1141,0,118,471,16,65,44,2,0.061571125,0.203821656,0.267281105,0.320594479,0.458525345,11,2,116,0.779119824,10243,545341,141,538,19,60,73,4,0.044609665,0.236059479,0.25889328,0.299256505,0.424901185,12,0,131,0.72415769,149,545,22,59,81,0,0.049541284,0.209174311,0.2407045,0.280733944,0.422700587,17,3,123,0.703434531
Brandon Belt,1,9.3,9.3,0,0,2023,TOR,SFG,35,5.1,12,1310,0,78,298,8,25,23,1,0.124161073,0.27181208,0.212598425,0.325503355,0.3503937,9,0,54,0.675897055,10264,474832,97,381,29,65,59,3,0.125984251,0.270341207,0.273846153,0.377952755,0.596923076,9,2,89,0.974875831,156,616,17,76,57,4,0.134740259,0.206168831,0.233840304,0.339285714,0.403041825,6,3,123,0.742327539
Brandon Belt,1,18.4,18.4,0,0,2022,SFG,SFG,34,5.2,11,1232,1,97,381,29,65,59,3,0.125984251,0.270341207,0.273846153,0.377952755,0.596923076,9,2,89,0.974875831,10264,474832,156,616,17,76,57,4,0.134740259,0.206168831,0.233840304,0.339285714,0.403041825,6,3,123,0.742327539,156,616,17,76,57,4,0.134740259,0.206168831,0.233840304,0.339285714,0.403041825,6,3,123,0.742327539
Rafael Ortega,1,0.74,0.74,0,0,2024,CHW,NYM,33,2.4,7,411,0,47,136,1,16,8,6,0.147058823,0.242647058,0.219298245,0.34074074,0.271929824,0,1,25,0.612670564,10323,542364,118,371,7,35,35,12,0.118598382,0.199460916,0.240506329,0.330623306,0.357594936,10,7,76,0.688218242,103,330,11,44,33,12,0.09090909,0.212121212,0.29054054,0.359756097,0.462837837,3,6,86,0.822593934
Rafael Ortega,1,0.72,0.72,1,0,2023,NYY,CHC,32,2.2,6,364,0,118,371,7,35,35,12,0.118598382,0.199460916,0.240506329,0.330623306,0.357594936,10,7,76,0.688218242,10323,542364,103,330,11,44,33,12,0.09090909,0.212121212,0.29054054,0.359756097,0.462837837,3,6,86,0.822593934,34,96,2,7,10,3,0.083333333,0.229166666,0.204545454,0.270833333,0.306818181,2,0,18,0.577651514
Enrique Hernandez,1,4,4,0,0,2024,LAD,LAD,32,5.8,10,1057,1,140,508,11,57,61,4,0.066929133,0.190944881,0.236559139,0.289370078,0.356989247,17,1,110,0.646359325,10472,571771,93,402,6,48,45,0,0.084577114,0.176616915,0.221606648,0.291044776,0.337950138,11,2,80,0.628994914,134,585,20,84,60,1,0.104273504,0.188034188,0.25,0.336752136,0.448818897,4,0,127,0.785571033
Cesar Hernandez,1,0.72,0.72,1,0,2023,DET,WSN,33,3,10,1186,0,147,617,1,64,34,10,0.072933549,0.184764991,0.248214285,0.311074918,0.317857142,9,4,139,0.62893206,10556,514917,149,637,21,84,62,1,0.092621664,0.211930926,0.231578947,0.307692307,0.385964912,11,1,132,0.693657219,161,667,14,77,71,9,0.067466266,0.149925037,0.279411764,0.332833583,0.408496732,9,2,171,0.741330315
Cesar Hernandez,1,4,4,0,0,2022,WSN,CHW,32,4.3,9,1039,0,149,637,21,84,62,1,0.092621664,0.211930926,0.231578947,0.307692307,0.385964912,11,1,132,0.693657219,10556,514917,161,667,14,77,71,9,0.067466266,0.149925037,0.279411764,0.332833583,0.408496732,9,2,171,0.741330315,161,667,14,77,71,9,0.067466266,0.149925037,0.279411764,0.332833583,0.408496732,9,2,171,0.741330315
Rob Brantly,1,0.72,0.72,1,1,2022,NYY,NYY,32,-0.3,7,133,1,6,21,0,0,0,0,0,0.19047619,0.15,0.19047619,0.2,0,0,3,0.39047619,10655,542963,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gio Urshela,1,1.5,1.5,0,0,2024,DET,LAA,32,4.5,8,664,0,62,228,2,22,24,3,0.043859649,0.157894736,0.29906542,0.328947368,0.373831775,9,2,64,0.702779143,10681,570482,144,551,13,61,64,1,0.074410163,0.174228675,0.285429141,0.337568058,0.429141716,21,0,143,0.766709774,116,442,14,42,49,1,0.045248868,0.246606334,0.266666666,0.300904977,0.419047619,16,0,112,0.719952596
Ryan LaMarre,1,0.72,0.72,1,0,2022,NYY,NYY,33,0,6,128,1,9,24,2,3,4,1,0.083333333,0.25,0.19047619,0.291666666,0.476190476,1,0,4,0.767857142,10700,534606,14,26,2,3,3,1,0.115384615,0.192307692,0.217391304,0.307692307,0.478260869,0,1,5,0.785953176,14,26,2,3,3,1,0.115384615,0.192307692,0.217391304,0.307692307,0.478260869,0,1,5,0.785953176
Corey Dickerson,1,2.25,2.25,0,0,2023,WSN,STL,34,0.4,10,1033,0,97,297,6,28,36,0,0.04040404,0.161616161,0.266903914,0.299663299,0.398576512,4,0,75,0.698239811,10762,572816,109,365,6,43,29,6,0.06849315,0.186301369,0.270833333,0.326027397,0.407738095,8,5,91,0.733765492,78,279,12,33,59,1,0.05734767,0.200716845,0.303846153,0.340501792,0.565384615,4,0,79,0.905886407
Corey Dickerson,1,5,5,0,0,2022,STL,TOR,33,1.3,9,937,0,109,365,6,43,29,6,0.06849315,0.186301369,0.270833333,0.326027397,0.407738095,8,5,91,0.733765492,10762,572816,78,279,12,33,59,1,0.05734767,0.200716845,0.303846153,0.340501792,0.565384615,4,0,79,0.905886407,78,279,12,33,59,1,0.05734767,0.200716845,0.303846153,0.340501792,0.565384615,4,0,79,0.905886407
Jurickson Profar,1,1,1,0,0,2024,SDP,SDP,31,1.7,10,961,1,125,521,9,55,46,1,0.095969289,0.172744721,0.241830065,0.321153846,0.368191721,11,0,111,0.689345567,10815,595777,152,658,15,82,58,5,0.110942249,0.156534954,0.24347826,0.331297709,0.391304347,12,1,140,0.722602056,137,412,4,47,33,10,0.118932038,0.15776699,0.226628895,0.329268292,0.320113314,12,5,80,0.649381606
Jurickson Profar,1,7.75,7.75,0,0,2023,COL,SDP,30,4.3,9,836,0,152,658,15,82,58,5,0.110942249,0.156534954,0.24347826,0.331297709,0.391304347,12,1,140,0.722602056,10815,595777,137,412,4,47,33,10,0.118932038,0.15776699,0.226628895,0.329268292,0.320113314,12,5,80,0.649381606,139,518,20,65,67,9,0.092664092,0.144787644,0.217864923,0.301158301,0.409586056,12,1,100,0.710744357
Andrelton Simmons,1,4,4,0,0,2022,CHC,MIN,32,3.4,10,1191,0,131,451,3,37,31,1,0.070953436,0.137472283,0.22330097,0.283482142,0.274271844,14,0,92,0.557753986,10847,592743,103,424,7,47,40,10,0.056603773,0.08726415,0.263819095,0.308962264,0.364321608,21,2,105,0.673283872,103,424,7,47,40,10,0.056603773,0.08726415,0.263819095,0.308962264,0.364321608,21,2,105,0.673283872
Adam Duvall,1,3,3,0,0,2024,ATL,BOS,35,4.5,10,922,0,92,353,21,45,58,4,0.062322946,0.31161473,0.246875,0.303116147,0.53125,0,0,79,0.834366147,10950,594807,86,315,12,39,36,0,0.066666666,0.32063492,0.212543554,0.276190476,0.400696864,2,2,61,0.67688734,146,555,38,67,113,5,0.063063063,0.313513513,0.228070175,0.281081081,0.49122807,7,0,117,0.772309151
Adam Duvall,1,7,7,0,0,2023,BOS,ATL,34,3.8,9,830,0,86,315,12,39,36,0,0.066666666,0.32063492,0.212543554,0.276190476,0.400696864,2,2,61,0.67688734,10950,594807,146,555,38,67,113,5,0.063063063,0.313513513,0.228070175,0.281081081,0.49122807,7,0,117,0.772309151,41,130,10,17,19,0,0.053846153,0.3,0.266666666,0.315384615,0.566666666,0,0,32,0.882051281
Phil Gosselin,1,0.72,0.72,1,0,2022,ATL,LAA,33,-0.7,9,463,0,104,373,7,40,47,4,0.064343163,0.217158176,0.260869565,0.313672922,0.36231884,3,2,90,0.675991762,10953,594838,44,68,0,5,7,0,0.044117647,0.235294117,0.261538461,0.294117647,0.307692307,1,0,17,0.601809954,44,68,0,5,7,0,0.044117647,0.235294117,0.261538461,0.294117647,0.307692307,1,0,17,0.601809954
Kevin Kiermaier,1,10.5,10.5,0,0,2024,TOR,TOR,34,8.2,11,1043,1,129,408,8,58,36,14,0.071078431,0.210784313,0.264864864,0.321867321,0.418918918,9,1,98,0.740786239,11038,595281,63,221,7,28,22,6,0.063348416,0.276018099,0.228155339,0.280542986,0.368932038,2,1,47,0.649475024,122,390,4,54,37,9,0.084615384,0.253846153,0.258620689,0.328205128,0.387931034,4,5,90,0.716136162
Kevin Kiermaier,1,9,9,0,0,2023,TOR,TBR,33,6.1,10,914,0,63,221,7,28,22,6,0.063348416,0.276018099,0.228155339,0.280542986,0.368932038,2,1,47,0.649475024,11038,595281,122,390,4,54,37,9,0.084615384,0.253846153,0.258620689,0.328205128,0.387931034,4,5,90,0.716136162,129,480,14,60,55,19,0.054166666,0.216666666,0.228187919,0.277661795,0.39821029,8,5,102,0.675872085
Kole Calhoun,1,0.72,0.72,1,0,2023,SEA,TEX,35,-0.4,11,1196,0,125,424,12,36,49,3,0.063679245,0.320754716,0.195876288,0.257075471,0.329896907,6,2,76,0.586972378,11200,594777,51,182,5,17,17,1,0.082417582,0.225274725,0.234939759,0.296703296,0.373493975,2,0,39,0.670197271,152,632,33,92,74,4,0.110759493,0.256329113,0.231884057,0.324881141,0.467391304,14,1,128,0.792272445
Kole Calhoun,1,5.2,5.2,0,0,2022,TEX,ARI,34,2.9,10,1071,0,51,182,5,17,17,1,0.082417582,0.225274725,0.234939759,0.296703296,0.373493975,2,0,39,0.670197271,11200,594777,152,632,33,92,74,4,0.110759493,0.256329113,0.231884057,0.324881141,0.467391304,14,1,128,0.792272445,152,632,33,92,74,4,0.110759493,0.256329113,0.231884057,0.324881141,0.467391304,14,1,128,0.792272445
Whit Merrifield,1,8,8,0,0,2024,PHI,TOR,35,4.4,8,1052,0,145,592,11,66,67,26,0.06081081,0.170608108,0.272394881,0.317567567,0.382084095,15,10,149,0.699651662,11281,593160,139,550,11,70,58,16,0.069090909,0.154545454,0.25,0.298181818,0.375,11,5,126,0.673181818,162,720,10,97,74,40,0.055555555,0.143055555,0.277108433,0.316666666,0.394578313,12,4,184,0.711244979
Adrian Sanchez,1,0.72,0.72,1,0,2022,WSN,WSN,31,0,4,106,1,16,38,0,5,1,0,0.078947368,0.105263157,0.257142857,0.315789473,0.314285714,2,0,9,0.630075187,11338,506703,28,32,0,3,1,0,0.03125,0.3125,0.225806451,0.25,0.225806451,0,0,7,0.475806451,28,32,0,3,1,0,0.03125,0.3125,0.225806451,0.25,0.225806451,0,0,7,0.475806451
Jake Marisnick,1,0.72,0.72,1,0,2024,LAA,LAD,33,0.9,11,877,0,46,83,2,10,10,2,0.036144578,0.253012048,0.236842105,0.280487804,0.407894736,4,3,18,0.68838254,11339,545350,31,82,2,9,6,2,0.048780487,0.292682926,0.233766233,0.271604938,0.389610389,2,1,18,0.661215327,99,198,5,21,24,4,0.055555555,0.328282828,0.21590909,0.285714285,0.375,4,1,38,0.660714285
